amount,payment_method,failure_reason,risk_tier,attempt_number,hours_since_failure,customer_prior_success_rate,action,recovery_success
24783.617,3,1,2,1,20.0,0.0,3,0
58216.982,3,1,2,1,23.0,0.0,2,1
58216.982,3,1,2,2,30.0,0.3333333333333333,2,1
58216.982,3,1,2,3,36.0,0.5,2,0
24783.617,3,1,2,2,39.0,0.4,2,0
91051.523,3,1,2,2,61.0,0.3333333333333333,0,0
24783.617,3,1,2,3,70.0,0.2857142857142857,0,0
95855.881,0,0,1,1,16.0,0.5,1,1
95855.881,0,0,1,2,48.0,1.0,0,0
95855.881,0,0,1,3,67.0,0.5,3,0
95891.83,3,1,0,1,24.0,0.5,2,1
95891.83,3,1,0,2,26.0,1.0,1,1
12829.191,3,1,0,1,28.0,1.0,3,0
13493.9,3,0,0,1,32.0,0.6666666666666666,0,0
13493.9,3,0,0,2,41.0,0.5,0,0
61872.64,3,0,0,1,45.0,0.4,1,0
30803.769,0,1,1,1,6.0,0.5,2,1
30803.769,0,1,1,2,13.0,1.0,2,1
88357.839,0,1,1,1,17.0,1.0,0,0
2201.839,0,0,1,1,18.0,0.6666666666666666,2,0
21747.955,0,0,1,1,28.0,0.5,0,1
88357.839,0,1,1,2,29.0,0.6,1,0
21747.955,0,0,1,2,35.0,0.5,3,0
21747.955,0,0,1,3,42.0,0.42857142857142855,1,1
30803.769,0,1,1,3,51.0,0.5,0,0
2201.839,0,0,1,2,56.0,0.4444444444444444,0,0
2201.839,0,0,1,3,61.0,0.4,1,0
88357.839,0,1,1,3,65.0,0.36363636363636365,2,1
74392.442,1,0,1,1,29.0,0.5,3,0
84302.814,1,0,1,1,41.0,0.0,1,0
74392.442,1,0,1,2,69.0,0.0,0,1
74392.442,1,0,1,3,71.0,0.3333333333333333,1,0
52985.817,0,1,2,1,10.0,0.5,1,1
65624.758,0,0,2,1,35.0,1.0,1,0
36863.826,0,0,2,1,53.0,0.5,3,0
36863.826,0,0,2,2,59.0,0.3333333333333333,1,0
76732.581,0,0,2,1,67.0,0.25,2,0
65624.758,0,0,2,2,70.0,0.2,3,0
94428.755,3,1,0,1,10.0,0.5,1,0
94428.755,3,1,0,2,26.0,0.0,0,0
37557.195,3,1,0,1,28.0,0.0,2,0
37557.195,3,1,0,2,36.0,0.0,2,1
61098.393,3,0,0,1,37.0,0.25,1,1
61098.393,3,0,0,2,61.0,0.4,1,0
61098.393,3,0,0,3,65.0,0.3333333333333333,3,1
37557.195,3,1,0,3,71.0,0.42857142857142855,2,1
50421.027,0,0,1,1,13.0,0.5,3,1
34792.638,0,1,1,1,16.0,1.0,3,0
50421.027,0,0,1,2,18.0,0.5,3,0
36968.653,0,1,1,1,23.0,0.3333333333333333,0,0
47630.126,0,1,1,1,48.0,0.25,2,1
47630.126,0,1,1,2,56.0,0.4,2,1
34792.638,0,1,1,2,65.0,0.5,0,1
36968.653,0,1,1,2,66.0,0.5714285714285714,1,1
50421.027,0,0,1,3,67.0,0.625,3,1
